PaymentNo,ResellerKey,ResellerName,CountryRegionCode,SalesOrderNumber,PaymentDate,PaymentAmount
3141,598,Black Bicycle Company,US,SO49067,4/9/2003 0:00,1242.8518
3142,540,Guaranteed Sales and Service,US,SO49068,4/9/2003 0:00,11275.056
3143,167,Farthermost Bike Shop,US,SO49076,4/9/2003 0:00,79070.5683
3144,148,Lots of Bikes Storehouse,US,SO49077,4/9/2003 0:00,647.994
3145,625,Major Sporting Goods,US,SO49079,4/9/2003 0:00,469.794
3146,237,Client Discount Store,US,SO49080,4/9/2003 0:00,343.996
3147,559,Some Discount Store,US,SO49081,4/9/2003 0:00,1229.4589
3148,493,Valley Bicycle Distributors,US,SO49082,4/9/2003 0:00,672.2505
3149,150,Fleet Bikes,US,SO49083,4/9/2003 0:00,1229.4589
3150,667,Traditional Department Stores,US,SO49084,4/9/2003 0:00,24715.3619
3151,697,Brakes and Gears,US,SO49095,4/9/2003 0:00,66728.863
3152,207,Lubricant and Grease Suppliers,US,SO49096,4/9/2003 0:00,6375.2345
3153,512,Tiny Bike Boutique,US,SO49090,4/9/2003 0:00,40433.3035
3154,127,Front Sporting Goods,US,SO49092,4/9/2003 0:00,20053.9916
3155,62,Manufacturers Inc,US,SO49088,4/9/2003 0:00,5637.528
3156,258,Quantity Discounts,US,SO49086,4/9/2003 0:00,42594.4535
3157,492,Basic Sports Equipment,US,SO49063,4/9/2003 0:00,159.558
3158,2,Progressive Sports,US,SO49054,4/9/2003 0:00,1320.6349
3159,529,Big-Time Bike Store,US,SO49074,4/9/2003 0:00,20078.2551
3160,89,Riverside Company,US,SO49057,4/9/2003 0:00,2348.97
3161,78,Preferred Bikes,US,SO49058,4/9/2003 0:00,38334.652
3162,73,Outdoor Sports Supply,US,SO49059,4/9/2003 0:00,263.25
3163,217,City Manufacturing,US,SO49051,4/9/2003 0:00,1242.8518
3164,583,Professional Containers and Packaging Co.,US,SO49046,4/9/2003 0:00,2595.6818
3165,643,Friendly Bike Shop,US,SO48773,3/9/2003 0:00,4228.146
3166,18,Catalog Store,US,SO49040,4/9/2003 0:00,17259.8627
3167,164,Suburban Cycle Shop,US,SO49043,4/9/2003 0:00,209.256
3168,449,Bike Products and Accessories,US,SO49044,4/9/2003 0:00,404.865
3169,269,Curbside Universe,US,SO48781,3/9/2003 0:00,403.8704
3170,344,Fifth Bike Store,US,SO48782,3/9/2003 0:00,469.794
3171,94,Specialty Sports Store,US,SO48784,3/9/2003 0:00,197.976
3172,660,Exhilarating Cycles,US,SO48786,3/9/2003 0:00,22843.3007
3173,292,Grease and Oil Products Company,US,SO48787,3/9/2003 0:00,4228.146
3174,234,Eastside Sporting Goods,US,SO48788,3/9/2003 0:00,85919.8459
3175,668,Official Parts Shop,US,SO48789,3/9/2003 0:00,9865.674
3176,523,Futuristic Sport Distributors,US,SO48791,3/9/2003 0:00,28063.2571
3177,242,Spoke Manufacturers,US,SO48792,3/9/2003 0:00,469.794
3178,494,Worthwhile Activity Store,US,SO48793,3/9/2003 0:00,209.256
3179,603,Retail Toy Store,US,SO48794,3/9/2003 0:00,469.794
3180,622,Gift and Toy Store,US,SO48731,3/9/2003 0:00,7046.91
3181,200,Basic Bike Company,US,SO48732,3/9/2003 0:00,414.4407
3182,578,The Bike Shop,US,SO48756,3/9/2003 0:00,647.994
3183,475,Real Sporting Goods,US,SO48758,3/9/2003 0:00,40230.98
3184,17,Trusted Catalog Store,US,SO48759,3/9/2003 0:00,1275.0469
3185,315,Juvenile Sports Equipment,US,SO48760,3/9/2003 0:00,21705.4863
3186,203,Separate Parts Corporation,US,SO48775,3/9/2003 0:00,39579.4797
3187,414,Grand Discount Store,US,SO48776,3/9/2003 0:00,23264.4941
3188,404,Activity Center,US,SO48777,3/9/2003 0:00,3758.352
3189,594,Casual Bicycle Store,US,SO48770,3/9/2003 0:00,35818.9411
3190,7,Associated Bikes,US,SO48765,3/9/2003 0:00,1499.1678
3191,437,Professional Cycle Store,US,SO48767,3/9/2003 0:00,26717.6467
3192,235,Certified Bicycle Supply,US,SO48390,2/6/2003 0:00,4296.2135
3193,652,Selected Distributors,US,SO48391,2/6/2003 0:00,3756.7587
3194,54,Larger Cycle Shop,US,SO48392,2/6/2003 0:00,50384.0004
3195,170,Excellent Riding Supplies,US,SO48393,2/6/2003 0:00,97962.4024
3196,585,Next-Door Bike Store,US,SO48395,2/6/2003 0:00,32562.6538
3197,490,Extraordinary Bike Works,US,SO48396,2/6/2003 0:00,31548.6467
3198,457,Retail Sporting Equipment,US,SO48397,2/6/2003 0:00,30460.4065
3199,98,Superlative Bikes,US,SO48398,2/6/2003 0:00,3711.1707
3200,133,Commercial Sporting Goods,US,SO48341,2/6/2003 0:00,70065.9168
3201,395,Online Bike Sellers,US,SO48342,2/6/2003 0:00,8699.9626
3202,168,Economy Bikes Company,US,SO48344,2/6/2003 0:00,1242.8518
3203,647,Solid Bike Parts,US,SO48345,2/6/2003 0:00,4049.6465
3204,254,Safe Cycles Shop,US,SO48347,2/6/2003 0:00,44305.4838
3205,579,Riders Company,US,SO48349,2/6/2003 0:00,54184.2506
3206,530,Valuable Bike Parts Company,US,SO48734,3/9/2003 0:00,22956.3155
3207,670,First Bike Store,US,SO48735,3/9/2003 0:00,80097.995
3208,252,Classic Cycle Store,US,SO48739,3/9/2003 0:00,20558.8822
3209,4,Modular Cycle Systems,US,SO48740,3/9/2003 0:00,80857.134
3210,290,Friendly Bike Shop,US,SO48741,3/9/2003 0:00,37020.0401
3211,325,All Cycle Shop,US,SO48742,3/9/2003 0:00,45.588
3212,673,Countryside Company,US,SO48743,3/9/2003 0:00,627.768
3213,618,Seventh Bike Store,US,SO48751,3/9/2003 0:00,42079.4855
3214,440,Hobby Store,US,SO48752,3/9/2003 0:00,647.994
3215,125,Immediate Repair Shop,US,SO48753,3/9/2003 0:00,30333.7908
3216,184,Go-cart and Bike Specialists,US,SO48745,3/9/2003 0:00,8874.407
3217,380,First Department Stores,US,SO48747,3/9/2003 0:00,8742.9763
3218,183,This Area Sporting Goods,US,SO48748,3/9/2003 0:00,1548.5749
3219,698,Western Bike Supplies,US,SO48749,3/9/2003 0:00,3288.558
3220,272,Metro Cycle Shop,US,SO48294,2/6/2003 0:00,2485.7036
3221,24,Eastside Department Store,US,SO48295,2/6/2003 0:00,79722.986
3222,149,Initial Bike Company,US,SO48292,2/6/2003 0:00,35440.073
3223,37,Two Bike Shops,US,SO48322,2/6/2003 0:00,600.2625
3224,197,Fabrikam Inc. West,US,SO48333,2/6/2003 0:00,33563.8235
3225,472,Summer Sports Place,US,SO48334,2/6/2003 0:00,2458.9178
3226,675,Bike Goods,US,SO48335,2/6/2003 0:00,983.1502
3227,72,Outdoor Equipment Store,US,SO48336,2/6/2003 0:00,100857.053
3228,418,Good Bike Shop,US,SO48325,2/6/2003 0:00,48509.9926
3229,379,Fad Outlet,US,SO48326,2/6/2003 0:00,1684.2578
3230,473,Racing Toys,US,SO48327,2/6/2003 0:00,3463.579
3231,293,Fashionable Bikes and Accessories,US,SO48328,2/6/2003 0:00,30063.6207
3232,187,Trailblazing Sports,US,SO48356,2/6/2003 0:00,27258.3596
3233,225,Optimal Bikes,US,SO48357,2/6/2003 0:00,246.4609
3234,489,Cash & Carry Bikes,US,SO48358,2/6/2003 0:00,68.382
3235,90,Sales and Supply Company,US,SO48359,2/6/2003 0:00,80478.297
3236,147,Local Hardware Factory,US,SO48360,2/6/2003 0:00,11075.418
3237,575,Bicycle Outfitters,US,SO48361,2/6/2003 0:00,11084.5422
3238,130,Elite Bikes,US,SO48363,2/6/2003 0:00,51043.7123
3239,165,Third Bike Store,US,SO48364,2/6/2003 0:00,3423.9685
3240,368,Elemental Sporting Goods,US,SO48365,2/6/2003 0:00,10080.9959
3241,674,Discount Tours,US,SO48366,2/6/2003 0:00,1981.2567
3242,39,Fitness Hotel,US,SO48367,2/6/2003 0:00,2489.4544
3243,143,Modern Bike Store,US,SO48368,2/6/2003 0:00,183.9382
3244,25,Coalition Bike Company,US,SO48369,2/6/2003 0:00,4425.7929
3245,648,Small Bike Shop,US,SO48370,2/6/2003 0:00,36234.3369
3246,5,Metropolitan Sports Supply,US,SO48374,2/6/2003 0:00,7921.746
3247,75,Paint Supply,US,SO48375,2/6/2003 0:00,30039.1377
3248,330,The New Bike Store,US,SO48376,2/6/2003 0:00,1409.382
3249,690,Active Cycling,US,SO48377,2/6/2003 0:00,1409.382
3250,3,Advanced Bike Components,US,SO48378,2/6/2003 0:00,42837.423
3251,695,Responsible Bike Dealers,US,SO48379,2/6/2003 0:00,1788.1822
3252,20,Central Discount Store,US,SO48381,2/6/2003 0:00,3045.615
3253,544,Valley Bicycle Specialists,US,SO48382,2/6/2003 0:00,20.52
3254,542,Finer Parts Shop,US,SO48383,2/6/2003 0:00,2940.8598
3255,608,Golf and Cycle Store,US,SO48384,2/6/2003 0:00,67778.5075
3256,438,Remarkable Bike Store,US,SO48385,2/6/2003 0:00,7046.91
3257,488,Bicycle Accessories and Kits,US,SO48387,2/6/2003 0:00,4069.2518
3258,218,Sure & Reliable Sporting Goods,US,SO48087,1/7/2003 0:00,47836.8929
3259,45,Every Bike Shop,US,SO48075,1/7/2003 0:00,18768.9736
3260,642,Fitness Sport Boutique,US,SO48076,1/7/2003 0:00,64550.6684
3261,108,Wheelsets Storehouse,US,SO48077,1/7/2003 0:00,39684.8322
3262,433,Thorough Parts and Repair Services,US,SO48079,1/7/2003 0:00,43444.0996
3263,403,Affordable Sports Equipment,US,SO48080,1/7/2003 0:00,49789.1608
3264,669,Racing Bike Outlet,US,SO48060,1/7/2003 0:00,1409.382
3265,224,Pedal Systems Company,US,SO48061,1/7/2003 0:00,939.588
3266,422,Consolidated Sales,US,SO48062,1/7/2003 0:00,14288.7081
3267,79,Reasonable Bicycle Sales,US,SO48065,1/7/2003 0:00,79066.7942
3268,385,Sturdy Toys,US,SO48066,1/7/2003 0:00,39130.2494
3269,63,Metro Bike Mart,US,SO48067,1/7/2003 0:00,35.994
3270,612,General Associates,US,SO48068,1/7/2003 0:00,2526.5694
3271,309,The Gear Store,US,SO48069,1/7/2003 0:00,66455.0192
3272,255,Swift Cycles,US,SO48070,1/7/2003 0:00,183.9382
3273,345,Genial Bike Associates,US,SO48071,1/7/2003 0:00,34271.4228
3274,432,Super Sports Store,US,SO48073,1/7/2003 0:00,10244.7396
3275,135,Wonderful Bikes Inc.,US,SO48090,1/7/2003 0:00,7540.9104
3276,694,The Accessories Store,US,SO48091,1/7/2003 0:00,1308.9375
3277,9,Tandem Bicycle Store,US,SO48092,1/7/2003 0:00,235.266
3278,277,The Bicycle Accessories Company,US,SO48286,2/6/2003 0:00,5637.528
3279,540,Guaranteed Sales and Service,US,SO48034,1/7/2003 0:00,15617.7534
3280,288,Kickstand Sellers,US,SO48288,2/6/2003 0:00,383.052
3281,128,Demand Distributors,US,SO48289,2/6/2003 0:00,635.8102
3282,692,Successful Sales Company,US,SO48308,2/6/2003 0:00,3027.3802
3283,644,Convenient Sales and Service,US,SO48310,2/6/2003 0:00,24679.6632
3284,239,Bicycle Merchandise Warehouse,US,SO48311,2/6/2003 0:00,79074.692
3285,624,First Cycle Store,US,SO48312,2/6/2003 0:00,1152.0771
3286,23,Bike World,US,SO48313,2/6/2003 0:00,13301.5241
3287,649,Sports Products Store,US,SO48314,2/6/2003 0:00,4707.8632
3288,349,Exercise Center,US,SO48315,2/6/2003 0:00,250.83
3289,382,Beneficial Exercises and Activities,US,SO48316,2/6/2003 0:00,324.4527
3290,327,World of Bikes,US,SO48318,2/6/2003 0:00,31311.2881
3291,645,Superior Hardware Distributors,US,SO48029,1/7/2003 0:00,20.1865
3292,684,Lease-a-Bike Shop,US,SO48026,1/7/2003 0:00,46280.8779
3293,492,Basic Sports Equipment,US,SO48027,1/7/2003 0:00,314.4612
3294,468,Blue Bicycle Company,US,SO48024,1/7/2003 0:00,20.1865
3295,89,Riverside Company,US,SO48011,1/7/2003 0:00,7516.704
3296,78,Preferred Bikes,US,SO48012,1/7/2003 0:00,51103.1263
3297,22,Travel Systems,US,SO48013,1/7/2003 0:00,1998.4284
3298,73,Outdoor Sports Supply,US,SO48014,1/7/2003 0:00,209.256
3299,513,Village Tours,US,SO48015,1/7/2003 0:00,3025.7355
3300,97,Mountain Bike Center,US,SO48016,1/7/2003 0:00,44297.9357
3301,233,Fashionable Department Stores,US,SO48017,1/7/2003 0:00,36319.6599
3302,512,Tiny Bike Boutique,US,SO48018,1/7/2003 0:00,44583.9686
3303,350,Mountain Emporium,US,SO48019,1/7/2003 0:00,6214.259
3304,62,Manufacturers Inc,US,SO48020,1/7/2003 0:00,7573.9797
3305,167,Farthermost Bike Shop,US,SO48043,1/7/2003 0:00,97455.6692
3306,58,Largest Bike Store,US,SO48044,1/7/2003 0:00,217.332
3307,237,Client Discount Store,US,SO48045,1/7/2003 0:00,1153.7883
3308,359,Mechanical Sports Center,US,SO48046,1/7/2003 0:00,325.8977
3309,493,Valley Bicycle Distributors,US,SO48047,1/7/2003 0:00,14.1289
3310,312,Resale Services,US,SO48049,1/7/2003 0:00,41010.3333
3311,435,Satin Finish Company,US,SO48052,1/7/2003 0:00,24644.2293
3312,313,Metropolitan Manufacturing,US,SO48054,1/7/2003 0:00,2818.764
3313,528,Alpine Ski House,US,SO48055,1/7/2003 0:00,2014.254
3314,257,Number 1 Supply,US,SO48056,1/7/2003 0:00,59569.2312
3315,343,Mail-Order Outlet,US,SO48057,1/7/2003 0:00,86679.6063
3316,529,Big-Time Bike Store,US,SO48041,1/7/2003 0:00,10151.684
3317,523,Futuristic Sport Distributors,US,SO47724,12/7/2002 0:00,48567.0786
3318,315,Juvenile Sports Equipment,US,SO47726,12/7/2002 0:00,28595.8112
3319,494,Worthwhile Activity Store,US,SO47727,12/7/2002 0:00,209.256
3320,603,Retail Toy Store,US,SO47728,12/7/2002 0:00,1308.9375
3321,242,Spoke Manufacturers,US,SO47729,12/7/2002 0:00,324.4527
3322,252,Classic Cycle Store,US,SO47730,12/7/2002 0:00,26305.4643
3323,449,Bike Products and Accessories,US,SO47968,1/7/2003 0:00,273.0916
3324,697,Brakes and Gears,US,SO47970,1/7/2003 0:00,72244.4882
3325,583,Professional Containers and Packaging Co.,US,SO47972,1/7/2003 0:00,3048.5294
3326,217,City Manufacturing,US,SO47982,1/7/2003 0:00,67.549
3327,259,Highway Bike Shop,US,SO47984,1/7/2003 0:00,5887.3122
3328,115,Security Racks and Locks Wholesalers,US,SO47985,1/7/2003 0:00,20.52
3329,198,Field Trip Inc,US,SO47987,1/7/2003 0:00,1597.9839
3330,127,Front Sporting Goods,US,SO48001,1/7/2003 0:00,36401.7759
3331,107,Wholesale Bikes,US,SO48002,1/7/2003 0:00,4610.739
3332,310,Orange Bicycle Company,US,SO48003,1/7/2003 0:00,242.2492
3333,527,Fun Times Club,US,SO48004,1/7/2003 0:00,44025.5899
3334,558,Retail Sales and Service,US,SO47975,1/7/2003 0:00,49380.0704
3335,667,Traditional Department Stores,US,SO47976,1/7/2003 0:00,40061.727
3336,18,Catalog Store,US,SO47962,1/7/2003 0:00,38499.6136
3337,77,Mechanical Products Ltd.,US,SO47989,1/7/2003 0:00,7477.5973
3338,328,Totes & Baskets Company,US,SO47990,1/7/2003 0:00,100216.5341
3339,43,Frugal Bike Shop,US,SO47991,1/7/2003 0:00,35296.4876
3340,487,Bike Experts,US,SO47992,1/7/2003 0:00,43496.3848
3341,207,Lubricant and Grease Suppliers,US,SO47993,1/7/2003 0:00,9138.3399
3342,258,Quantity Discounts,US,SO47994,1/7/2003 0:00,47221.4229
3343,377,Grand Sport Boutique,US,SO47995,1/7/2003 0:00,14495.9644
3344,2,Progressive Sports,US,SO47997,1/7/2003 0:00,4168.2438
3345,289,Moderately-Priced Bikes Store,US,SO47998,1/7/2003 0:00,11405.6226
3346,650,Permanent Finish Products,US,SO47999,1/7/2003 0:00,34148.3461
3347,530,Valuable Bike Parts Company,US,SO47681,12/7/2002 0:00,28880.176
3348,440,Hobby Store,US,SO47682,12/7/2002 0:00,264.711
3349,670,First Bike Store,US,SO47683,12/7/2002 0:00,82582.8222
3350,17,Trusted Catalog Store,US,SO47684,12/7/2002 0:00,1692.4137
3351,594,Casual Bicycle Store,US,SO47685,12/7/2002 0:00,51209.0052
3352,628,Executive Discount Store,US,SO47691,12/7/2002 0:00,40.373
3353,290,Friendly Bike Shop,US,SO47694,12/7/2002 0:00,72573.9786
3354,325,All Cycle Shop,US,SO47695,12/7/2002 0:00,113.97
3355,203,Separate Parts Corporation,US,SO47687,12/7/2002 0:00,47238.6521
3356,434,Road-Way Mart,US,SO47688,12/7/2002 0:00,2485.7036
3357,133,Commercial Sporting Goods,US,SO47400,11/7/2002 0:00,103584.9619
3358,414,Grand Discount Store,US,SO47706,12/7/2002 0:00,29731.4902
3359,274,Active Systems,US,SO47707,12/7/2002 0:00,269.964
3360,673,Countryside Company,US,SO47697,12/7/2002 0:00,383.052
3361,698,Western Bike Supplies,US,SO47699,12/7/2002 0:00,6174.861
3362,184,Go-cart and Bike Specialists,US,SO47700,12/7/2002 0:00,35153.2033
3363,380,First Department Stores,US,SO47701,12/7/2002 0:00,6413.6311
3364,183,This Area Sporting Goods,US,SO47702,12/7/2002 0:00,7536.3114
3365,404,Activity Center,US,SO47703,12/7/2002 0:00,6185.5671
3366,269,Curbside Universe,US,SO47710,12/7/2002 0:00,183.9382
3367,94,Specialty Sports Store,US,SO47711,12/7/2002 0:00,51.0518
3368,292,Grease and Oil Products Company,US,SO47715,12/7/2002 0:00,3784.6176
3369,660,Exhilarating Cycles,US,SO47716,12/7/2002 0:00,49019.7617
3370,387,Racing Association,US,SO47717,12/7/2002 0:00,1409.382
3371,234,Eastside Sporting Goods,US,SO47718,12/7/2002 0:00,86493.3807
3372,668,Official Parts Shop,US,SO47719,12/7/2002 0:00,9845.1474
3373,235,Certified Bicycle Supply,US,SO47452,11/7/2002 0:00,6066.4671
3374,585,Next-Door Bike Store,US,SO47454,11/7/2002 0:00,27463.4949
3375,170,Excellent Riding Supplies,US,SO47455,11/7/2002 0:00,112722.8945
3376,490,Extraordinary Bike Works,US,SO47456,11/7/2002 0:00,48294.2254
3377,98,Superlative Bikes,US,SO47457,11/7/2002 0:00,4950.8203
3378,457,Retail Sporting Equipment,US,SO47458,11/7/2002 0:00,55607.5839
3379,395,Online Bike Sellers,US,SO47459,11/7/2002 0:00,6423.515
3380,4,Modular Cycle Systems,US,SO47658,12/7/2002 0:00,99514.5024
3381,622,Gift and Toy Store,US,SO47659,12/7/2002 0:00,5033.644
3382,117,Pedals Warehouse,US,SO47660,12/7/2002 0:00,469.794
3383,510,World Bike Discount Store,US,SO47661,12/7/2002 0:00,469.794
3384,254,Safe Cycles Shop,US,SO47403,11/7/2002 0:00,54812.1708
3385,647,Solid Bike Parts,US,SO47404,11/7/2002 0:00,4868.6565
3386,609,Good Toys,US,SO47405,11/7/2002 0:00,780.8182
3387,168,Economy Bikes Company,US,SO47408,11/7/2002 0:00,1263.0383
3388,579,Riders Company,US,SO47409,11/7/2002 0:00,61492.5041
3389,225,Optimal Bikes,US,SO47414,11/7/2002 0:00,684.03
3390,488,Bicycle Accessories and Kits,US,SO47448,11/7/2002 0:00,2112.5395
3391,652,Selected Distributors,US,SO47449,11/7/2002 0:00,10719.3352
3392,54,Larger Cycle Shop,US,SO47450,11/7/2002 0:00,65615.5973
3393,125,Immediate Repair Shop,US,SO47664,12/7/2002 0:00,41414.8502
3394,398,Commendable Bikes,US,SO47665,12/7/2002 0:00,40.373
3395,7,Associated Bikes,US,SO47667,12/7/2002 0:00,2024.5486
3396,643,Friendly Bike Shop,US,SO47674,12/7/2002 0:00,7719.321
3397,618,Seventh Bike Store,US,SO47675,12/7/2002 0:00,47948.7516
3398,437,Professional Cycle Store,US,SO47676,12/7/2002 0:00,29482.0603
3399,475,Real Sporting Goods,US,SO47677,12/7/2002 0:00,41683.5712
3400,253,Roving Sports,US,SO47671,12/7/2002 0:00,40.373
3401,200,Basic Bike Company,US,SO47672,12/7/2002 0:00,70.6445
3402,24,Eastside Department Store,US,SO47355,11/7/2002 0:00,130185.6757
3403,675,Bike Goods,US,SO47392,11/7/2002 0:00,324.4527
3404,472,Summer Sports Place,US,SO47393,11/7/2002 0:00,20.52
3405,197,Fabrikam Inc. West,US,SO47394,11/7/2002 0:00,32926.9808
3406,72,Outdoor Equipment Store,US,SO47395,11/7/2002 0:00,148015.563
3407,418,Good Bike Shop,US,SO47384,11/7/2002 0:00,44013.7502
3408,379,Fad Outlet,US,SO47385,11/7/2002 0:00,3147.5673
3409,473,Racing Toys,US,SO47386,11/7/2002 0:00,3613.6431
3410,293,Fashionable Bikes and Accessories,US,SO47387,11/7/2002 0:00,39972.1321
3411,37,Two Bike Shops,US,SO47382,11/7/2002 0:00,65.6018
3412,90,Sales and Supply Company,US,SO47416,11/7/2002 0:00,103862.6902
3413,187,Trailblazing Sports,US,SO47417,11/7/2002 0:00,49342.2867
3414,489,Cash & Carry Bikes,US,SO47418,11/7/2002 0:00,91.176
3415,147,Local Hardware Factory,US,SO47419,11/7/2002 0:00,12931.2387
3416,575,Bicycle Outfitters,US,SO47421,11/7/2002 0:00,9146.6459
3417,130,Elite Bikes,US,SO47422,11/7/2002 0:00,62640.4575
3418,165,Third Bike Store,US,SO47423,11/7/2002 0:00,4262.9036
3419,368,Elemental Sporting Goods,US,SO47424,11/7/2002 0:00,12625.0615
3420,674,Discount Tours,US,SO47425,11/7/2002 0:00,3934.0566
3421,222,Sample Bike Store,US,SO47426,11/7/2002 0:00,1308.9375
3422,648,Small Bike Shop,US,SO47427,11/7/2002 0:00,34400.8862
3423,39,Fitness Hotel,US,SO47428,11/7/2002 0:00,2685.8932
3424,143,Modern Bike Store,US,SO47430,11/7/2002 0:00,469.794
3425,25,Coalition Bike Company,US,SO47431,11/7/2002 0:00,288.117
3426,474,Retail Cycle Shop,US,SO47433,11/7/2002 0:00,91.176
3427,75,Paint Supply,US,SO47435,11/7/2002 0:00,47902.1675
3428,5,Metropolitan Sports Supply,US,SO47436,11/7/2002 0:00,17147.1425
3429,330,The New Bike Store,US,SO47437,11/7/2002 0:00,214.236
3430,3,Advanced Bike Components,US,SO47439,11/7/2002 0:00,59309.5599
3431,695,Responsible Bike Dealers,US,SO47440,11/7/2002 0:00,8610.1714
3432,608,Golf and Cycle Store,US,SO47441,11/7/2002 0:00,113726.7442
3433,542,Finer Parts Shop,US,SO47442,11/7/2002 0:00,245.25
3434,20,Central Discount Store,US,SO47443,11/7/2002 0:00,7619.5865
3435,438,Remarkable Bike Store,US,SO47444,11/7/2002 0:00,9020.689
3436,348,Bold Bike Accessories,US,SO47063,10/7/2002 0:00,2458.9178
3437,694,The Accessories Store,US,SO47064,10/7/2002 0:00,794.2467
3438,218,Sure & Reliable Sporting Goods,US,SO47066,10/7/2002 0:00,57433.7306
3439,135,Wonderful Bikes Inc.,US,SO47067,10/7/2002 0:00,18105.4063
3440,128,Demand Distributors,US,SO47349,11/7/2002 0:00,1561.6364
3441,277,The Bicycle Accessories Company,US,SO47350,11/7/2002 0:00,5717.1308
3442,149,Initial Bike Company,US,SO47352,11/7/2002 0:00,35038.8815
3443,117,Pedals Warehouse,US,SO43660,9/6/2001 0:00,1294.2529
3444,167,Farthermost Bike Shop,US,SO47018,10/7/2002 0:00,107991.0123
3445,313,Metropolitan Manufacturing,US,SO47032,10/7/2002 0:00,5273.2252
3446,343,Mail-Order Outlet,US,SO47033,10/7/2002 0:00,93894.6477
3447,257,Number 1 Supply,US,SO47034,10/7/2002 0:00,68027.0528
3448,528,Alpine Ski House,US,SO47035,10/7/2002 0:00,2647.032
3449,644,Convenient Sales and Service,US,SO47367,11/7/2002 0:00,26523.0027
3450,692,Successful Sales Company,US,SO47368,11/7/2002 0:00,6700.1106
3451,239,Bicycle Merchandise Warehouse,US,SO47369,11/7/2002 0:00,141523.9277
3452,417,Genuine Bike Shop,US,SO47370,11/7/2002 0:00,149.031
3453,349,Exercise Center,US,SO47371,11/7/2002 0:00,881.0367
3454,649,Sports Products Store,US,SO47372,11/7/2002 0:00,11476.4056
3455,624,First Cycle Store,US,SO47373,11/7/2002 0:00,1674.6854
3456,23,Bike World,US,SO47374,11/7/2002 0:00,28923.1085
3457,382,Beneficial Exercises and Activities,US,SO47375,11/7/2002 0:00,469.794
3458,327,World of Bikes,US,SO47378,11/7/2002 0:00,39496.5608
3459,540,Guaranteed Sales and Service,US,SO47011,10/7/2002 0:00,16953.4347
3460,645,Superior Hardware Distributors,US,SO47005,10/7/2002 0:00,1316.1745
3461,529,Big-Time Bike Store,US,SO47016,10/7/2002 0:00,7804.4741
3462,237,Client Discount Store,US,SO47020,10/7/2002 0:00,869.6877
3463,359,Mechanical Sports Center,US,SO47021,10/7/2002 0:00,1444.3375
3464,58,Largest Bike Store,US,SO47022,10/7/2002 0:00,469.794
3465,152,Distance Bikes,US,SO47023,10/7/2002 0:00,1308.9375
3466,435,Satin Finish Company,US,SO47024,10/7/2002 0:00,45845.4516
3467,312,Resale Services,US,SO47028,10/7/2002 0:00,39992.9408
3468,323,Metro Bike Works,US,SO47030,10/7/2002 0:00,2554.0856
3469,224,Pedal Systems Company,US,SO47038,10/7/2002 0:00,183.9382
3470,385,Sturdy Toys,US,SO47039,10/7/2002 0:00,32903.1331
3471,422,Consolidated Sales,US,SO47040,10/7/2002 0:00,22386.7847
3472,79,Reasonable Bicycle Sales,US,SO47041,10/7/2002 0:00,84874.0216
3473,63,Metro Bike Mart,US,SO47044,10/7/2002 0:00,180.108
3474,309,The Gear Store,US,SO47045,10/7/2002 0:00,72107.8105
3475,612,General Associates,US,SO47046,10/7/2002 0:00,3981.8541
3476,255,Swift Cycles,US,SO47048,10/7/2002 0:00,469.794
3477,345,Genial Bike Associates,US,SO47049,10/7/2002 0:00,46321.888
3478,432,Super Sports Store,US,SO47050,10/7/2002 0:00,6803.6883
3479,642,Fitness Sport Boutique,US,SO47052,10/7/2002 0:00,59518.7599
3480,45,Every Bike Shop,US,SO47053,10/7/2002 0:00,26628.0859
3481,433,Thorough Parts and Repair Services,US,SO47054,10/7/2002 0:00,42607.8124
3482,108,Wheelsets Storehouse,US,SO47055,10/7/2002 0:00,47403.1636
3483,403,Affordable Sports Equipment,US,SO47056,10/7/2002 0:00,54130.4516
3484,495,Tough and Reliable Parts,US,SO47058,10/7/2002 0:00,2180.4192
3485,583,Professional Containers and Packaging Co.,US,SO46942,10/7/2002 0:00,4364.2719
3486,697,Brakes and Gears,US,SO46944,10/7/2002 0:00,77647.9143
3487,524,Chain and Chain Tool Distributions,US,SO46952,10/7/2002 0:00,165.231
3488,667,Traditional Department Stores,US,SO46947,10/7/2002 0:00,39070.9476
3489,558,Retail Sales and Service,US,SO46948,10/7/2002 0:00,49290.6337
3490,449,Bike Products and Accessories,US,SO46937,10/7/2002 0:00,33.7745
3491,162,Tire Company,US,SO46934,10/7/2002 0:00,469.794
3492,18,Catalog Store,US,SO46931,10/7/2002 0:00,48300.3569
3493,272,Metro Cycle Shop,US,SO46327,8/7/2002 0:00,17270.9021
3494,314,One-Piece Handle Bars,US,SO46329,8/7/2002 0:00,722.5949
3495,523,Futuristic Sport Distributors,US,SO46671,9/6/2002 0:00,63098.1653
3496,315,Juvenile Sports Equipment,US,SO46673,9/6/2002 0:00,28122.0041
3497,603,Retail Toy Store,US,SO46674,9/6/2002 0:00,324.4527
3498,94,Specialty Sports Store,US,SO46661,9/6/2002 0:00,1524.5394
3499,660,Exhilarating Cycles,US,SO46662,9/6/2002 0:00,71187.8172
3500,292,Grease and Oil Products Company,US,SO46663,9/6/2002 0:00,8818.6254
3501,387,Racing Association,US,SO46665,9/6/2002 0:00,367.8764
